Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6a18e1a8f2cc6718249ca188,5edeea354d54cb1a825aa8f9,APPROVED,Not Applicable,2026-05-29T00:45:33.290000Z,2026-05-29T00:50:57.488000Z,2026-05-29T19:48:36.323000Z,2026-05-29T00:50:57.831436Z,325.0,C1M8S19P,10008,English,"English, Urdu, Punjabi",49,Male,Asian,Pakistan,United Kingdom,United Kingdom,English,No,Full-Time
6a18e1a951286a9dbac3471e,61708d64f22ea71cf456bfe2,APPROVED,Not Applicable,2026-05-29T00:45:34.879000Z,2026-05-29T00:47:56.763000Z,2026-05-29T19:48:25.128000Z,2026-05-29T00:47:57.109098Z,142.0,C1M8S19P,849,English,"English, Vietnamese",30,Female,Asian,Canada,Canada,Canada,English,DATA_EXPIRED,DATA_EXPIRED
6a18e1add3f76c22d7678f7b,69e74dc0d2553aaa8aba20d1,APPROVED,Not Applicable,2026-05-29T00:45:37.013000Z,2026-05-29T00:59:13.581000Z,2026-05-29T19:48:37.870000Z,2026-05-29T00:59:13.905598Z,817.0,C1M8S19P,1,English,"English, Chinese, Cantonese, Malay",25,Male,Asian,Malaysia,Australia,Malaysia,English,No,Part-Time
6a18e1b1e88a74186271650c,6a0b7f103846830e5cdf8b43,APPROVED,Not Applicable,2026-05-29T00:45:49.057000Z,2026-05-29T00:49:46.088000Z,2026-05-29T19:48:39.178000Z,2026-05-29T00:49:46.506764Z,238.0,C1M8S19P,1,English,English,32,Male,White,Ireland,Ireland,Ireland,English,No,Part-Time
6a18e1b2e6b6bfa91cfe16ea,69c19ed8fe7cf129fc3237d5,APPROVED,Not Applicable,2026-05-29T00:45:43.838000Z,2026-05-29T00:50:00.110000Z,2026-05-29T19:48:25.565000Z,2026-05-29T00:50:00.508339Z,257.0,C1M8S19P,451,English,English,43,Female,White,United States,United States,United States,English,No,Full-Time
6a18e1b56bc30398af3391ec,6a158c92186601762fd48959,APPROVED,Not Applicable,2026-05-29T00:46:43.202000Z,2026-05-29T00:51:27.442000Z,2026-05-29T19:48:31.177000Z,2026-05-29T08:28:46.119727Z,285.0,C1M8S19P,22,English,English,25,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6a18e1b5f0fd4af1a68adc23,69b0bb074b7e2c1a42cc1a00,APPROVED,Not Applicable,2026-05-29T00:45:47.786000Z,2026-05-29T00:50:48.002000Z,2026-05-29T19:48:04.403000Z,2026-05-29T00:50:48.366143Z,301.0,C1M8S19P,957,English,English,32,Male,White,United States,United States,United States,English,No,Part-Time
6a18e1be9ae5e7affc489de2,69f132c7c750d3abc3c7bf4a,APPROVED,Not Applicable,2026-05-29T00:45:53.482000Z,2026-05-29T00:50:36.977000Z,2026-05-29T19:48:05.638000Z,2026-05-29T00:50:37.329781Z,284.0,C1M8S19P,540,English,English,30,Male,White,United States,United States,United States,English,No,Full-Time
6a18e1cff1f3040da298fa26,69fc9f35a5169fb07e926e6d,APPROVED,Not Applicable,2026-05-29T00:46:14.179000Z,2026-05-29T00:50:58.901000Z,2026-05-29T19:48:07.321000Z,2026-05-29T00:50:59.271345Z,285.0,C1M8S19P,42,English,English,32,Female,Black,Nigeria,Canada,Nigeria,English,No,Full-Time
6a18e1da548935a5a0960e59,6a1670d5426ef584899a2422,APPROVED,Not Applicable,2026-05-29T00:46:21.727000Z,2026-05-29T00:50:28.769000Z,2026-05-29T19:48:39.772000Z,2026-05-29T00:50:29.127326Z,248.0,C1M8S19P,23,English,English,19,Female,White,United States,United States,United States,English,Yes,Part-Time
6a18e1da9e7af50e114c5620,6a16469b64aff312f167f268,APPROVED,Not Applicable,2026-05-29T00:46:33.361000Z,2026-05-29T00:53:09.631000Z,2026-05-29T19:48:27.348000Z,2026-05-29T00:53:09.972815Z,397.0,C1M8S19P,3,English,English,20,Male,Mixed,Canada,Canada,Canada,English,Yes,Unemployed (and job seeking)
6a18e1dc981b865ce1bfa5aa,6a0c988df4879a3545b7a1b7,APPROVED,Not Applicable,2026-05-29T00:46:23.096000Z,2026-05-29T00:50:15.558000Z,2026-05-29T19:48:26.745000Z,2026-05-29T00:50:15.994063Z,233.0,C1M8S19P,6,English,English,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6a18e1dea0472ffefcc58d4c,6a079970ac992b042d2fbf8c,APPROVED,Not Applicable,2026-05-29T00:46:33.936000Z,2026-05-29T00:50:04.293000Z,2026-05-29T19:48:41.763000Z,2026-05-29T00:50:04.649087Z,211.0,C1M8S19P,6,English,English,66,Female,White,Australia,Australia,Australia,English,No,Part-Time
6a18e1e49a94ab5210e4b8ed,6a0a45a227f9f15c25e4fe2c,APPROVED,Not Applicable,2026-05-29T00:46:40.137000Z,2026-05-29T00:50:49.228000Z,2026-05-29T19:48:29.120000Z,2026-05-29T00:50:49.570156Z,250.0,C1M8S19P,7,English,English,55,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
6a18e1ef135aa3c0bd3fb48b,6631382e83473f9fd28046a1,APPROVED,Not Applicable,2026-05-29T00:46:44.839000Z,2026-05-29T00:50:04.899000Z,2026-05-29T19:48:43.228000Z,2026-05-29T00:50:05.245104Z,201.0,C1M8S19P,2125,English,English,60,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6a18e1ef9c9164bd6086dce7,6a0ec0169971861bfcfa6c86,APPROVED,Not Applicable,2026-05-29T00:47:01.057000Z,2026-05-29T00:52:41.024000Z,2026-05-29T19:48:48.391000Z,2026-05-29T00:52:41.399334Z,340.0,C1M8S19P,2,English,English,67,Female,White,Australia,Australia,Australia,English,DATA_EXPIRED,DATA_EXPIRED
6a18e1f46b2ec541a7f17a31,6742d74e9f7b3b029a3791a6,RETURNED,Not Applicable,2026-05-29T00:53:24.085000Z,,,2026-06-02T23:53:04.701529Z,,,3869,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6a18e1f4f19604c75200f77f,69e7db68324acdb3ecbe1dec,APPROVED,Not Applicable,2026-05-29T00:46:54.172000Z,2026-05-29T00:50:26.272000Z,2026-05-29T19:48:46.060000Z,2026-05-29T00:50:26.667063Z,213.0,C1M8S19P,30,English,English,53,Female,White,Canada,Canada,Canada,English,No,Part-Time
6a18e1f6bbd774932ebf8307,6a04bae6ebdba75ebbb086b5,APPROVED,Not Applicable,2026-05-29T00:46:50.872000Z,2026-05-29T00:57:15.017000Z,2026-05-29T19:48:45.567000Z,2026-05-29T00:57:15.374577Z,625.0,C1M8S19P,69,English,English,35,Female,Black,United States,United States,United States,English,Yes,Full-Time
6a18e1f79fdf82a8d96e3faa,672d0b418c61044a89038731,APPROVED,Not Applicable,2026-05-29T00:46:50.586000Z,2026-05-29T00:51:42.171000Z,2026-05-29T19:48:44.221000Z,2026-05-29T00:51:42.530319Z,292.0,C1M8S19P,404,English,English,25,Male,Black,United States,United States,United States,English,No,Full-Time
6a18e2030b66a69ad77f7dcf,55ecd6ff748092000daa9f5f,APPROVED,Not Applicable,2026-05-29T00:47:05.491000Z,2026-05-29T00:49:51.241000Z,2026-05-29T19:48:51.989000Z,2026-05-29T00:49:51.596462Z,166.0,C1M8S19P,17640,English,English,38,Male,White,United States,United States,United States,English,No,Full-Time
6a18e204a67172263ff90d60,69cdde3374a60973e857a260,APPROVED,Not Applicable,2026-05-29T00:47:04.692000Z,2026-05-29T00:49:51.874000Z,2026-05-29T19:48:50.639000Z,2026-05-29T00:49:52.224506Z,168.0,C1M8S19P,997,"English, Spanish",English,33,Male,White,United States,United States,Mexico,English,No,Full-Time
6a18e204f813f43f577d4bc3,69f0df91111c212bbfe2af9b,APPROVED,Not Applicable,2026-05-29T00:47:05.297000Z,2026-05-29T00:49:23.029000Z,2026-05-29T19:48:49.396000Z,2026-05-29T00:49:23.400177Z,138.0,C1M8S19P,129,English,English,39,Female,White,United States,United States,United States,English,No,Full-Time
6a18e205393c3d18ef91d0e6,6a0632eaaddb60fc1d2b8491,APPROVED,Not Applicable,2026-05-29T00:47:01.337000Z,2026-05-29T00:49:28.495000Z,2026-05-29T19:48:49.001000Z,2026-05-29T00:49:28.841553Z,148.0,C1M8S19P,23,English,English,23,Male,White,Ireland,Ireland,Ireland,English,Yes,Unemployed (and job seeking)
6a18e207a21b024ae270c9b8,69138fc0acb88a6d2a6f8fb8,APPROVED,Not Applicable,2026-05-29T00:47:06.730000Z,2026-05-29T00:49:27.860000Z,2026-05-29T19:48:51.490000Z,2026-05-29T00:49:28.222234Z,142.0,C1M8S19P,5683,English,English,28,Male,White,Canada,Canada,Canada,English,No,Full-Time
6a18e20a645516102937d7d7,5680253fc5767f00121cc5e2,APPROVED,Not Applicable,2026-05-29T00:48:13.034000Z,2026-05-29T00:51:00.266000Z,2026-05-29T19:49:00.188000Z,2026-05-29T00:51:00.596842Z,168.0,C1M8S19P,3558,English,English,50,Male,White,United States,United States,United States,English,No,Part-Time
6a18e20ac4fc80fe4149aa1c,5bb756696322c5000159756c,APPROVED,Not Applicable,2026-05-29T00:47:12.412000Z,2026-05-29T00:50:25.276000Z,2026-05-29T19:48:53.434000Z,2026-05-29T00:50:25.682775Z,193.0,C1M8S19P,9120,English,English,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6a18e20af865573f4fcb1648,6a05ba89c966c0fa42d112d6,APPROVED,Not Applicable,2026-05-29T00:48:05.024000Z,2026-05-29T00:49:50.674000Z,2026-05-29T19:48:57.565000Z,2026-05-29T00:49:51.013635Z,106.0,C1M8S19P,272,English,English,28,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
6a18e21411222711cf42608a,58adfc6e7cf56d0001f931a2,APPROVED,Not Applicable,2026-05-29T00:47:18.786000Z,2026-05-29T00:52:33.545000Z,2026-05-29T19:48:54.963000Z,2026-05-29T00:52:33.874584Z,315.0,C1M8S19P,12072,English,English,29,Male,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking)
